The Council reaffirmed that the sovereignty and boundaries of the State of Kuwait under its resolution 833 (1993) are the "essence of the matter and that this will form the basis of the Council's priorities in dealing with the sanctions regime."|0|0.9468443393707275
The international community should prove that it is ready and willing to take the steps which will bring about practical "solutions to the problem of disarmament and international security."|2|0.6449108123779297
This matter is now being considered in the appropriate forums and the results will be presented to the United Nations.|2|0.9752513766288757
It is here that we must see the necessary function of the United Nations to exercise moral leadership among the organizations mankind has set up to bring to reality and give concrete form to its aspirations in rational institutions "which will ensure the well-being and progress of all the peoples of the world."|2|0.5126467347145081
We will spare no effort to combat these illegal activities.|2|0.5379819869995117
Presidential power and the trust of the people guarantee that democratic reforms in our country will be irreversible.|2|0.6904040575027466
We trust that moral restitution will be made to the memory of these victims.|2|0.8528328537940979
The clean-up and disposal of nuclear contamination in the Marshall Islands will require very large sums of money indeed.|0|0.8837139010429382
The upcoming referendum on the Constitution and the elections of the National Assembly and the President of the Republic "will reaffirm the establishment of a democratic tradition."|2|0.8925254940986633
In this context my Government is optimistic that the still- unresolved major international political issues will be "similarly settled."|2|0.8992624878883362
Another opportunity will arise when the Treaty on the Non-Proliferation of Nuclear Weapons (NPT) comes up for review next "April."|2|0.6800380349159241
The closing years of the twentieth century will see human society poised at a critical juncture as regards the future.|0|0.6494553089141846
It is nevertheless essential to introduce into relations between States instruments that will prevent commercial "interchange from becoming an economic war to the death."|0|0.7505772709846497
It is an undeniable fact that after the game is played official Greece will emerge more nationalistic than it was before.|0|0.8298315405845642
We seek a solution for the Croatian territories under UNPROFOR protection which will be acceptable to both sides.|2|0.9200841784477234
It is important to mention that there will be no pan-European order of peace without or against Russia.|0|0.9311478734016418
In this regard the establishment of the South Centre will have a significant bearing on the strengthening of the "foundations of such cooperation."|2|0.6961854100227356
We expect that with deliberations on and the subsequent adoption of the Agenda for Development there will be less grounds "for such criticism."|2|0.9492408037185669
This will affect the common sentiments amongst the world’s nations at a time when joint efforts are needed to solve global "issues in the interests of the development and advancement of every nation and of the entire international community."|0|0.9357528686523438
The Republic of Suriname is convinced that under Your Excellency’s guidance our deliberations during this important year "will produce tangible results."|2|0.6395043730735779
Suriname wishes to emphasize that all efforts to restore democracy in Haiti will appear to have been in vain if the rich "countries do not forthwith pool financial resources in a fund for the reconstruction and development of Haiti."|0|0.6434398889541626
There is no doubt that such regional efforts will contribute to the consolidation of regional security and serve the cause "of international peace."|2|0.5507001876831055
Sustained international assistance to Angola will be necessary in the post-agreement era and Zambia will continue to "assist the people of Angola during this period."|2|0.7482509613037109
Many sacrifices will have to be made.|0|0.7854610085487366
Such an outcome will give the people of Mozambique the opportunity to rebuild their country and truly embark on "development after many years of vicious civil war."|2|0.8518500924110413
Increased developments in science and technology will result in a globalization of the challenges we must face.|0|0.6626002192497253
This is a role that will undoubtedly increase in importance.|2|0.8855962753295898
Sweden will continue to allocate a substantial amount of its assistance to operational activities in the United Nations.|2|0.9574963450431824
It is heartening to note that after 12 years of negotiations the world will witness the coming into force of the United "Nations Convention on the Law of the Sea in November this year."|2|0.717579185962677
We believe that the joint security efforts will significantly scale down the flow of armed gangs and individuals into the "Kenyan side."|2|0.9596161246299744
They will be taking part in the parliamentary elections which will be held in Uzbekistan in December 1994 on a multi-party "basis."|0|0.977676272392273
Latvia expects that the General Assembly will address this issue in the course of this session on the basis of the "principle of sovereign equality."|2|0.9483445286750793
A prosperous democracy will be free of the internal tensions that have caused so many of today’s conflicts.|2|0.6544212102890015
Ecuador trusts that democracy will be established permanently and as soon as possible in Haiti.|2|0.6867548823356628
The Government of the Democratic People’s Republic of Korea will continue all its sincere efforts to resolve the nuclear "issue on the Korean peninsula and to achieve the region’s denuclearization."|2|0.8467851877212524
Quite the opposite - they will enrich us.|2|0.7621930241584778
A decision to be made on extending the Treaty at the NPT Review Conference next year will allow us to secure its benefits "in perpetuity."|2|0.5474501252174377
The inaugural meeting will see the establishment of the International Seabed Authority.|2|0.947206974029541
Japan will remain resolutely a nation of peace.|2|0.9742693305015564
But we give you due notice that these future mercenaries will meet their end in the Republic of Guinea.|2|0.9642560482025146
This means that new military offensives will be a sign of the intensification of armed struggle throughout the Territory.|0|0.9417648911476135
President Amin has said that if the Asians have not left before that deadline he will put them into 'camps'.|0|0.9407350420951843
That decision is a prelude to the victory of the Khmer people; it will lead the United Nations to consider the problem of "the representation of Cambodia at the right time."|2|0.7443820834159851
And I am announcing here and now that the Government of Jamaica will be taking steps to bring all trade with Portugal to a "halt until its African colonies have won their freedom."|0|0.9279151558876038
We are convinced that pressure from this Organization and from world public opinion in the long run will be a factor of "peace in the IndoChinese peninsula."|2|0.9334205985069275
He has already given proof that he possesses those qualities of mind and spirit which will be of inestimable value in "dealing with the immense problems confronting our Organization."|2|0.8316442966461182
To that end it is necessary to set up in South Viet-Nam a provisional Government which has been agreed on nationally on a tripartite basis and which will handle all matters during the transitional period and organize general elections on truly "free and democratic lines."|2|0.9484634399414062
It is through this assistance that Southern Rhodesia will be saved from racial bloodshed.|2|0.6865960359573364
I have no doubt that this Assembly will render a judgment that is worthy of it as a world forum for justice.|2|0.5411919355392456
No amount of words by those who hold great investments in South Africa will convince us that they are serious about "restoring justice and equity in that society."|0|0.8028427362442017
My Government will continue to give material and other aid to all freedom-fighters in the Territories I have mentioned.|2|0.6168829202651978
Let us remove the hand of colonialism and exploitation from the peoples of the United Nations so that this international "gathering will be a true representation of its peoples."|2|0.8698573112487793
The agenda of the present session includes many important items to the consideration of which the delegation of Lebanon "will lend its full co-operation."|2|0.8677030801773071
Lebanon for its part will contribute within its means to the collective undertaking for the preservation of the "environment."|2|0.8705120086669922
Austria itself has taken and will take all measures necessary to suppress and to eliminate terrorism.|2|0.8513678312301636
Those Territories will be independent.|0|0.9726313352584839
Brace for tougher times.|0|0.8882195353507996
Twitter is any day expected to file a lawsuit.|0|0.6304126381874084
Things will pan out.|2|0.9647485017776489
It will be difficult to avoid an economic downturn.|0|0.5018359422683716
